voyage_id,cluster,vessel_type,DWT,n_ports,ports,port_territories,latitudes,longitudes,ecoprovinces,transits_hours,dwells_hours,total_span_days,delta_t_hours,nz_dest_port
syn_05726,2,Tanker,5183.0,7,"['SUVA', 'LAUTOKA', 'PAGO PAGO HARBOR', 'APIA', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","['Fiji', 'Fiji', 'American Samoa', 'Samoa', 'Cook Islands', 'Cook Islands', 'New Zealand']","[-18.1339, -17.6036, -14.2765, -13.826, -21.2046, -18.8505, -36.8402]","[178.4235, 177.4387, -170.6854, -171.7622, -159.7843, -159.8111, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Southeast Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 6.448060157031156, 141.92327476725129, 7.30655668320872, 92.65899788915979, 8.092851117773472, 150.0729071044836]","[np.float64(38.14894798155086), np.float64(65.17674950199658), np.float64(45.76364038439702), np.float64(6.1590323953600565), np.float64(45.04845608105548), np.float64(100.04047494853194), 0.0]",29.4517,668.691,AUCKLAND
syn_05727,2,Container,22314.0,7,"['NADI BAY', 'VUDA', 'SUVA', 'PAGO PAGO HARBOR', 'APIA', ""NUKU'ALOFA"", 'TAURANGA']","['Fiji', 'Fiji', 'Fiji', 'American Samoa', 'Samoa', 'Tonga', 'New Zealand']","[-17.7162, -17.6861, -18.1339, -14.2765, -13.826, -21.1362, -37.6444]","[177.371, 177.3849, 178.4235, -170.6854, -171.7622, -175.1806, 176.1819]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 59.789383372251905, 5.819064644863813, 57.510567810372606, 11.09710654072611, 41.770579331342866, 128.86996930849497]","[72.71459888731195, 55.00797673835023, np.float64(14.666599358819465), np.float64(30.6080094005207), np.float64(7.155496019146669), np.float64(13.914253926295846), 0.0]",20.7885,426.209,TAURANGA
syn_05728,2,Container,8252.0,5,"['SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","['Fiji', 'Samoa', 'Cook Islands', 'Cook Islands', 'New Zealand']","[-18.1339, -13.826, -21.2046, -18.8505, -36.8402]","[178.4235, -171.7622, -159.7843, -159.8111, 174.7721]","['Tropical Southwestern Pacific', 'Central Polynesia', 'Southeast Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 59.65292387328931, 58.899919269161785, 6.43932691350749, 159.30601758105144]","[np.float64(69.76016051864539), np.float64(11.100799329376438), np.float64(115.41796640973851), np.float64(17.96878809907721), 0.0]",20.7727,428.7857,AUCKLAND
syn_05729,2,Container,22708.0,7,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'Cook Islands', 'Cook Islands', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -21.2046, -18.8505, -36.8402]","[178.4235, 177.4387, -171.7622, -170.6854, -159.7843, -159.8111, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Southeast Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 13.49925446288561, 70.36653446117785, 9.20520901670539, 84.79020828439933, 12.14749709780207, 266.8759785854964]","[np.float64(75.02763887268112), np.float64(99.56345603578013), np.float64(19.53981004890555), np.float64(97.67498802025239), np.float64(76.20288936858068), np.float64(17.861819869138486), 0.0]",35.1148,767.7276,AUCKLAND
syn_05730,2,Container,8252.0,6,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'TAURANGA']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'Niue', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -19.0532, -37.6444]","[178.4235, 177.4387, -171.7622, -170.6854, -169.9217, 176.1819]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 9.15702777356407, 75.92491869148466, 4.880941626565896, 59.87268129880504, 143.6665456588044]","[np.float64(7.048966070850004), np.float64(24.51904682873162), np.float64(8.250864358532125), np.float64(19.834016755651792), np.float64(78.32455428460749), 0.0]",17.9783,424.4306,TAURANGA
syn_05731,2,General Cargo,20202.0,5,"['SUVA', 'LAUTOKA', 'APIA', ""NUKU'ALOFA"", 'TAURANGA']","['Fiji', 'Fiji', 'Samoa', 'Tonga', 'New Zealand']","[-18.1339, -17.6036, -13.826, -21.1362, -37.6444]","[178.4235, 177.4387, -171.7622, -175.1806, 176.1819]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 11.500936516037253, 170.25887608222735, 45.536378101574144, 235.9547337344675]","[np.float64(26.160903685739118), np.float64(48.96458548138177), np.float64(8.266466874563319), np.float64(8.000033260106479), 0.0]",23.1101,528.482,TAURANGA
syn_05732,2,Container,8252.0,6,"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","['Fiji', 'Samoa', 'American Samoa', 'Cook Islands', 'Cook Islands', 'New Zealand']","[-18.1339, -13.826, -14.2765, -21.2046, -18.8505, -36.8402]","[178.4235, -171.7622, -170.6854, -159.7843, -159.8111, 174.7721]","['Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Southeast Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 56.11352429427941, 15.653655388942346, 45.88370777469071, 10.782012820768406, 326.9669151116793]","[np.float64(29.454328462557914), np.float64(13.587861333291585), np.float64(20.467153681437978), np.float64(70.38326885574693), np.float64(11.131571184990017), 0.0]",25.0177,570.9697,AUCKLAND
syn_05733,2,General Cargo,20202.0,7,"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'RAROTONGA', 'AUCKLAND']","['Tonga', 'Fiji', 'Samoa', 'American Samoa', 'Niue', 'Cook Islands', 'New Zealand']","[-21.1362, -18.1339, -13.826, -14.2765, -19.0532, -21.2046, -36.8402]","[-175.1806, 178.4235, -171.7622, -170.6854, -169.9217, -159.7843, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 37.04549238533532, 69.52198766668697, 10.340490773096178, 20.83833554242344, 112.78032358188831, 195.2724977427048]","[np.float64(7.51099605259473), np.float64(32.03338629089272), np.float64(77.26998965464537), np.float64(39.08107747152801), np.float64(80.84409298068672), np.float64(46.922340872734836), 0.0]",30.3942,721.95,AUCKLAND
syn_05734,2,General Cargo,20202.0,5,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'TAURANGA']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -37.6444]","[178.4235, 177.4387, -171.7622, -170.6854, 176.1819]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Northern New Zealand']","[0.0, 7.247774730826171, 123.76637911300263, 17.705600077892132, 406.29793788661306]","[np.float64(54.965046563747045), np.float64(80.31966496969099), np.float64(9.446416713572177), np.float64(24.697264645241642), 0.0]",30.1853,669.481,TAURANGA
syn_05735,2,Container,22968.0,6,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'Cook Islands', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -21.2046, -36.8402]","[178.4235, 177.4387, -171.7622, -170.6854, -159.7843, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 9.408999936671862, 58.71084313318935, 18.490948480145033, 166.74711051367217, 234.24603419524553]","[np.float64(81.18797281953518), np.float64(46.66065994607184), np.float64(13.100665999890044), np.float64(27.6449259916407), np.float64(80.44217062973156), 0.0]",30.6933,655.4524,AUCKLAND
syn_05736,2,General Cargo,20202.0,7,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', 'AUCKLAND']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'Niue', 'Tonga', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -19.0532, -18.6529, -36.8402]","[178.4235, 177.4387, -171.7622, -170.6854, -169.9217, -173.9852, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 11.703523313616811, 90.6766153137309, 18.418167926822036, 56.109671180423376, 98.99829629489315, 191.8196096963487]","[np.float64(67.82446728140414), np.float64(89.13659643174994), np.float64(34.21496507488174), np.float64(16.420095299851685), np.float64(81.8300009541204), np.float64(13.89138245096101), 0.0]",32.1268,703.2189,AUCKLAND
syn_05737,2,Container,8252.0,5,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'TAURANGA']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -37.6444]","[178.4235, 177.4387, -171.7622, -170.6854, 176.1819]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Northern New Zealand']","[0.0, 14.012732269728255, 63.805472200846296, 10.712156467920682, 124.84107959882056]","[np.float64(39.01786221716286), np.float64(68.99011507781852), np.float64(15.659931554419027), np.float64(7.675843687965314), 0.0]",14.3631,305.6973,TAURANGA
syn_05738,2,Container,22314.0,7,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'Cook Islands', 'Cook Islands', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -21.2046, -18.8505, -36.8402]","[178.4235, 177.4387, -171.7622, -170.6854, -159.7843, -159.8111, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Southeast Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 10.032368348019538, 78.06637341630447, 6.799871533267031, 55.14890850047866, 6.344121679554467, 157.75157278667268]","[np.float64(122.37399449521563), np.float64(86.9421756171281), np.float64(14.352752601237238), np.float64(14.427297295507111), np.float64(11.261058621128157), np.float64(57.784030556607995), 0.0]",25.8869,498.9105,AUCKLAND
syn_05739,2,General Cargo,20202.0,5,"['EBAYE', 'KWAJALEIN', 'APRA HARBOR', 'POHNPEI', 'AUCKLAND']","['Marshall Islands', 'Marshall Islands', 'Guam', 'Micronesia', 'New Zealand']","[8.7783, 8.7325, 13.4594, 6.9793, -36.8402]","[167.7331, 167.7351, 144.6655, 158.201, 174.7721]","['Marshall, Gilbert and Ellis Islands', 'Marshall, Gilbert and Ellis Islands', 'Tropical Northwestern Pacific', 'Tropical Northwestern Pacific', 'Northern New Zealand']","[0.0, 49.88233535267381, 201.3871111105062, 81.9767416133576, 404.39633006838903]","[77.35804423719586, 24.224435480788827, 19.82761880123065, 44.233456713731805, 0.0]",37.6369,825.928,AUCKLAND
syn_05740,2,General Cargo,20202.0,7,"['SUVA', 'LAUTOKA', 'SUVA', 'APIA', 'RAROTONGA', ""NUKU'ALOFA"", 'AUCKLAND']","['Fiji', 'Fiji', 'Fiji', 'Samoa', 'Cook Islands', 'Tonga', 'New Zealand']","[-18.1339, -17.6036, -18.1339, -13.826, -21.2046, -21.1362, -36.8402]","[178.4235, 177.4387, 178.4235, -171.7622, -159.7843, -175.1806, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Southeast Polynesia', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 5.6615639636427115, 15.989827000401869, 65.31096169929747, 75.65713536717577, 90.68917097650436, 87.857049123343]","[np.float64(29.03165834758699), np.float64(90.54697237034202), np.float64(71.78132194510573), np.float64(7.666762151181908), np.float64(26.884685947783012), np.float64(31.601716724765552), 0.0]",24.945,569.6472,AUCKLAND
syn_05741,2,Container,22968.0,7,"['SUVA', 'LAUTOKA', 'PAGO PAGO HARBOR', 'APIA', 'ALOFI', 'RAROTONGA', 'AUCKLAND']","['Fiji', 'Fiji', 'American Samoa', 'Samoa', 'Niue', 'Cook Islands', 'New Zealand']","[-18.1339, -17.6036, -14.2765, -13.826, -19.0532, -21.2046, -36.8402]","[178.4235, 177.4387, -170.6854, -171.7622, -169.9217, -159.7843, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 16.501903591830192, 151.78842391595398, 9.56774334601396, 22.007818229497808, 111.1182028424797, 224.95736448923316]","[np.float64(18.215571157037378), np.float64(97.1969951205392), np.float64(58.88507622357625), np.float64(12.62660874959914), np.float64(31.107452039508928), np.float64(14.096767608939766), 0.0]",32.0029,749.8544,AUCKLAND
syn_05742,2,Container,8252.0,7,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', 'AUCKLAND']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'Niue', 'Tonga', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -19.0532, -18.6529, -36.8402]","[178.4235, 177.4387, -171.7622, -170.6854, -169.9217, -173.9852, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 9.137236637979179, 68.1753103894444, 10.679392005765772, 29.61160680715705, 28.586397725892336, 76.91511916018766]","[np.float64(93.1587001899226), np.float64(21.66042605397046), np.float64(18.257789724925733), np.float64(25.343936599950215), np.float64(61.126062283026734), np.float64(14.567653618847517), 0.0]",19.0508,364.0609,AUCKLAND
syn_05743,2,General Cargo,5642.0,5,"['LAUTOKA', 'SUVA', 'APIA', 'RAROTONGA', 'AUCKLAND']","['Fiji', 'Fiji', 'Samoa', 'Cook Islands', 'New Zealand']","[-17.6036, -18.1339, -13.826, -21.2046, -36.8402]","[177.4387, 178.4235, -171.7622, -159.7843, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 14.608111673281643, 63.17194002462216, 103.53007859698972, 224.02821935869406]","[np.float64(50.6728368067176), np.float64(22.469425574552957), np.float64(20.137140747595197), np.float64(60.77137697671294), 0.0]",23.3079,508.7163,AUCKLAND
syn_05744,2,Container,22314.0,6,"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","['Fiji', 'Fiji', 'Samoa', 'American Samoa', 'Cook Islands', 'New Zealand']","[-18.1339, -17.6036, -13.826, -14.2765, -21.2046, -36.8402]","[178.4235, 177.4387, -171.7622, -170.6854, -159.7843, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Southeast Polynesia', 'Northern New Zealand']","[0.0, 18.467143052333398, 67.41441430261894, 10.914759972740564, 96.31063815532627, 118.4138853719014]","[np.float64(16.515664612262558), np.float64(27.751534587424505), np.float64(19.066250419036557), np.float64(14.982250650774446), np.float64(97.59840803147442), 0.0]",20.3098,470.9193,AUCKLAND
syn_05745,2,Container,22968.0,5,"['SUVA', 'APIA', 'RAROTONGA', 'ALOFI', 'AUCKLAND']","['Fiji', 'Samoa', 'Cook Islands', 'Niue', 'New Zealand']","[-18.1339, -13.826, -21.2046, -19.0532, -36.8402]","[178.4235, -171.7622, -159.7843, -169.9217, 174.7721]","['Tropical Southwestern Pacific', 'Central Polynesia', 'Southeast Polynesia', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 52.405018171741425, 142.8414777551438, 104.77338377802951, 297.39788009067513]","[np.float64(29.307700561291302), np.float64(11.918455799727512), np.float64(47.78567557352458), np.float64(69.88603928857373), 0.0]",31.5132,727.0079,AUCKLAND
syn_05746,2,General Cargo,8378.0,5,"['SUVA', 'LAUTOKA', 'SUVA', 'APIA', 'LYTTELTON']","['Fiji', 'Fiji', 'Fiji', 'Samoa', 'New Zealand']","[-18.1339, -17.6036, -18.1339, -13.826, -43.606]","[178.4235, 177.4387, 178.4235, -171.7622, 172.7213]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Central Polynesia', 'Southern New Zealand']","[0.0, 18.818966157146082, 14.13928946881603, 88.71761944641166, 171.06808886367952]","[np.float64(26.446989476385337), np.float64(104.06111240936332), np.float64(17.27313718787829), np.float64(24.617177614590066), 0.0]",19.3809,438.6954,LYTTELTON
syn_05747,2,Container,22708.0,7,"['LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', ""NUKU'ALOFA"", 'AUCKLAND']","['Fiji', 'Samoa', 'American Samoa', 'Niue', 'Tonga', 'Tonga', 'New Zealand']","[-17.6036, -13.826, -14.2765, -19.0532, -18.6529, -21.1362, -36.8402]","[177.4387, -171.7622, -170.6854, -169.9217, -173.9852, -175.1806, 174.7721]","['Tropical Southwestern Pacific', 'Central Polynesia', 'Central Polynesia', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 60.560704661952805, 9.027573176792265, 45.22509728927767, 32.68422001452391, 12.997967760738158, 140.7688167016086]","[np.float64(16.727572244668256), np.float64(66.20470328309759), np.float64(8.444704159057034), np.float64(9.23014037403909), np.float64(14.663623456523837), np.float64(15.060565624089966), 0.0]",17.9832,414.8681,AUCKLAND
