voyage_id,cluster,vessel_type,DWT,n_ports,ports,port_territories,latitudes,longitudes,ecoprovinces,transits_hours,dwells_hours,total_span_days,delta_t_hours,nz_dest_port
syn_03288,1,RoRo,30137.0,5,"['NEWARK', 'SAVANNAH', 'CRIST_BAL', 'COLON', 'AUCKLAND']","['United States', 'United States', 'Panama', 'Panama', 'New Zealand']","[40.6699, 32.0868, 9.3645, 9.452, -36.8402]","[-74.1412, -81.0983, -79.9313, -79.83, 174.7721]","['Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Northern New Zealand']","[0.0, 109.66595495469625, 103.1350799074162, 26.824434027166827, 574.2897085330276]","[25.678111302870224, np.float64(44.0884529282798), np.float64(69.755881731136), np.float64(21.490871407310728), 0.0]",40.622,949.2504,AUCKLAND
syn_03289,1,Container,99778.0,7,"['POINT COMFORT', 'HOUSTON', 'BELLE CHASSE', 'NEW ORLEANS', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","['United States', 'United States', 'United States', 'United States', 'Panama', 'Panama', 'New Zealand']","[28.3773, 29.338, 29.8315, 29.8783, 9.3645, 8.8583, -36.8402]","[-96.2274, -94.5704, -89.9982, -89.905, -79.9313, -79.515, 174.7721]","['Warm Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical East Pacific', 'Northern New Zealand']","[0.0, 16.137085042197945, 34.28479320621144, 0.1258227606892973, 83.03786560103553, 6.099848909029182, 853.0741245327063]","[11.59056335243946, 16.045052514840844, 16.314881031163765, 32.95081720071513, np.float64(46.2664334172636), np.float64(8.877591400201545), 0.0]",46.8669,1113.2143,AUCKLAND
syn_03290,1,Container,35066.0,7,"['NEWARK', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'GATUN', 'TABOGUILLA', 'AUCKLAND']","['United States', 'United States', 'United States', 'Panama', 'Panama', 'Panama', 'New Zealand']","[40.6699, 39.2398, 32.0868, 9.3645, 9.2166, 8.8583, -36.8402]","[-74.1412, -76.5304, -81.0983, -79.9313, -79.9294, -79.515, 174.7721]","['Cold Temperate Northwest Atlantic', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Tropical East Pacific', 'Northern New Zealand']","[0.0, 41.82440459709899, 59.015774185264355, 133.32441601918524, 39.687301867686145, 2.4723730298381836, 453.4687114181478]","[16.07417355551675, np.float64(51.37814207409464), np.float64(11.376800275463273), np.float64(15.568404322945554), np.float64(10.241392745799866), np.float64(9.966883717204174), 0.0]",35.1833,828.3246,AUCKLAND
syn_03291,1,General Cargo,28439.0,5,"['PAPEETE', 'LAUTOKA', 'NOUMEA', 'BRISBANE', 'TAURANGA']","['French Polynesia', 'Fiji', 'New Caledonia', 'Australia', 'New Zealand']","[-17.5374, -17.6036, -22.2633, -27.3765, -37.6444]","[-149.5753, 177.4387, 166.4317, 153.1665, 176.1819]","['Southeast Polynesia', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 179.73058722419256, 73.80438254825896, 76.97344596049857, 123.05634179186882]","[np.float64(6.4192642269949), 62.55770294291684, np.float64(9.949616922613934), np.float64(78.15575521828173), 0.0]",25.4436,604.2278,TAURANGA
syn_03292,1,Container,26868.0,7,"['ZEEBRUGGE', 'MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'COLON', 'AUCKLAND']","['Belgium', 'United Kingdom', 'United States', 'United States', 'Panama', 'Panama', 'New Zealand']","[51.3158, 50.8849, 39.2398, 32.0868, 9.3645, 9.452, -36.8402]","[3.2252, -1.3968, -76.5304, -81.0983, -79.9313, -79.83, 174.7721]","['Northern European Seas', 'Northern European Seas', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Northern New Zealand']","[0.0, 10.522538186282496, 283.6228634328489, 73.96489823591973, 145.41695765531304, 36.635382179811614, 668.2383877520225]","[21.300052957174096, np.float64(9.49842330354685), np.float64(119.14481350784277), np.float64(11.912298801528896), np.float64(23.76370797375912), np.float64(10.208395654573119), 0.0]",58.9262,1392.9287,AUCKLAND
syn_03293,1,Container,59266.0,6,"['BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'MELONES', 'NEW PLYMOUTH']","['United States', 'United States', 'Panama', 'Panama', 'Panama', 'New Zealand']","[39.2398, 32.0868, 9.3645, 8.8583, 8.8245, -39.0577]","[-76.5304, -81.0983, -79.9313, -79.515, -79.5936, 174.0346]","['Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical East Pacific', 'Tropical East Pacific', 'Southern New Zealand']","[0.0, 73.8246376543182, 109.6606076806433, 6.099848909029182, 48.44786714593748, 858.0982279124003]","[np.float64(81.63274564701011), np.float64(36.9739369144041), np.float64(20.814144732134295), np.float64(9.343917129991425), 69.90583265531409, 0.0]",54.7834,1233.169,NEW PLYMOUTH
syn_03294,1,RoRo,28837.0,7,"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'GATUN', 'AUCKLAND']","['Belgium', 'United Kingdom', 'United States', 'United States', 'Panama', 'Panama', 'New Zealand']","[51.2645, 50.8849, 39.2398, 32.0868, 9.3645, 9.2166, -36.8402]","[4.2357, -1.3968, -76.5304, -81.0983, -79.9313, -79.9294, 174.7721]","['Northern European Seas', 'Northern European Seas', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Northern New Zealand']","[0.0, 13.087559979677955, 293.8494936656531, 79.66506861080211, 139.72121456064883, 72.72816347901342, 512.6458752624378]","[32.67809561977502, np.float64(67.7491876233967), np.float64(32.443919473974745), np.float64(44.58668900352042), np.float64(26.160648809652262), np.float64(10.707397087345589), 0.0]",55.251,1293.3452,AUCKLAND
syn_03295,1,RoRo,22438.0,7,"['NEWARK', 'SAVANNAH', 'PAPEETE', 'NOUMEA', 'BOTANY', 'BRISBANE', 'TAURANGA']","['United States', 'United States', 'French Polynesia', 'New Caledonia', 'Australia', 'Australia', 'New Zealand']","[40.6699, 32.0868, -17.5374, -22.2633, -33.9682, -27.3765, -37.6444]","[-74.1412, -81.0983, -149.5753, 166.4317, 151.2149, 153.1665, 176.1819]","['Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Southeast Polynesia', 'Tropical Southwestern Pacific', 'East Central Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 60.69202260663833, 564.5854813996651, 326.95206133862445, 67.72014538818077, 50.03300154265628, 142.10453620185424]","[49.9156622909152, np.float64(24.415379883697454), np.float64(19.783264600282013), np.float64(29.90270328771585), np.float64(11.905186309392315), np.float64(22.827430413369367), 0.0]",57.1182,1320.9212,TAURANGA
syn_03296,1,RoRo,28818.0,7,"['HALIFAX', 'BALTIMORE', 'US SSI', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'AUCKLAND']","['Canada', 'United States', 'United States', 'Panama', 'French Polynesia', 'New Caledonia', 'New Zealand']","[44.6333, 39.2398, 31.1308, 9.3645, -17.5374, -22.2633, -36.8402]","[-63.5633, -76.5304, -81.5326, -79.9313, -149.5753, 166.4317, 174.7721]","['Cold Temperate Northwest Atlantic', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Southeast Polynesia', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 108.56971031572998, 51.05401473235192, 92.39605581412778, 473.6146218271219, 180.6243538297556, 110.74079114377376]","[27.30597161722251, np.float64(38.88238860976978), 14.417650518167527, np.float64(16.77781897512065), np.float64(22.305313667947022), np.float64(18.558613165660162), 0.0]",48.1353,1127.9413,AUCKLAND
syn_03297,1,Container,43177.0,7,"['INCHEON', 'RIZHAO', 'LANSHAN', 'SHANGHAI', 'SUZHOU', 'TAIZHOU', 'LYTTELTON']","['South Korea', 'China', 'China', 'China', 'China', 'China', 'New Zealand']","[37.4956, 35.0826, 35.1191, 31.0717, 31.6936, 32.1385, -43.606]","[126.6101, 119.7148, 119.4167, 122.6783, 121.145, 119.9045, 172.7213]","['Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Southern New Zealand']","[0.0, 32.35057970338525, 38.02486606696119, 28.149827624411937, 15.503371224616396, 61.09017025658909, 775.7541956998222]","[32.75897164210015, 9.759361836706912, 83.36033144758228, 17.398461920524948, 22.34427223562966, 25.706405193491946, 0.0]",47.5917,1109.4418,LYTTELTON
syn_03298,1,General Cargo,10334.0,6,"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TABOGUILLA', 'TAURANGA']","['Panama', 'Colombia', 'United States', 'United States', 'Panama', 'New Zealand']","[9.3645, 10.405, 39.9024, 32.8359, 8.8583, -37.6444]","[-79.9313, -75.5367, -75.1278, -79.891, -79.515, 176.1819]","['Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical East Pacific', 'Northern New Zealand']","[0.0, 25.673755718577183, 207.80008643882206, 63.36796759320309, 236.66637771025364, 403.18021722403756]","[np.float64(33.68881394056795), np.float64(9.112869412650982), np.float64(32.29314701517045), np.float64(31.237937381143116), np.float64(18.355507625853456), 0.0]",44.224,1027.6879,TAURANGA
syn_03299,1,Reefer,12942.0,5,"['LOS ANGELES', 'MANCHESTER', 'TACOMA', 'LOS ANGELES', 'TAURANGA']","['United States', 'United States', 'United States', 'United States', 'New Zealand']","[33.7536, 47.5564, 47.273, 33.7536, -37.6444]","[-118.2644, -122.4862, -122.4071, -118.2644, 176.1819]","['Warm Temperate Northeast Pacific', 'Cold Temperate Northeast Pacific', 'Cold Temperate Northeast Pacific', 'Warm Temperate Northeast Pacific', 'Northern New Zealand']","[0.0, 104.18421732731079, 1.001883930182904, 156.14418325320858, 463.11653960779097]","[np.float64(54.52254618627618), 12.224316129197554, 40.06901655797035, np.float64(28.262796903724396), 0.0]",35.8136,805.003,TAURANGA
syn_03300,1,Container,26947.0,7,"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'MARCUS HOOK', 'CHARLESTON', 'CRIST_BAL', 'AUCKLAND']","['Panama', 'Colombia', 'United States', 'United States', 'United States', 'Panama', 'New Zealand']","[9.3645, 10.405, 39.9024, 39.8067, 32.8359, 9.3645, -36.8402]","[-79.9313, -75.5367, -75.1278, -75.4037, -79.891, -79.9313, 174.7721]","['Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Cold Temperate Northwest Atlantic', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Northern New Zealand']","[0.0, 17.58189781116246, 115.12527040922761, 30.07963141677122, 45.38418106614758, 118.02111043369725, 533.2595710682504]","[np.float64(25.21575989887411), np.float64(8.099983991890321), np.float64(21.51758879683672), 34.66282461072086, np.float64(10.113805882661804), np.float64(11.3984752497356), 0.0]",40.4358,945.2443,AUCKLAND
syn_03301,1,Container,51687.0,6,"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","['Panama', 'Panama', 'French Polynesia', 'New Caledonia', 'Australia', 'New Zealand']","[9.3645, 8.8583, -17.5374, -22.2633, -27.3765, -37.6444]","[-79.9313, -79.515, -149.5753, 166.4317, 153.1665, 176.1819]","['Tropical Northwestern Atlantic', 'Tropical East Pacific', 'Southeast Polynesia', 'Tropical Southwestern Pacific', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 6.099848909029182, 253.6915753773127, 171.42536222037862, 63.87950994810396, 91.3903620850056]","[np.float64(50.9192865203169), np.float64(9.505809631627312), np.float64(42.60701942993707), np.float64(27.39672804353431), np.float64(49.636578008797294), 0.0]",31.9397,715.6328,TAURANGA
syn_03302,1,Container,30156.0,7,"['DEEPWATER POINT', 'BLOUNT ISLAND', 'KINGSTON', 'ROYAL', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","['United States', 'United States', 'Jamaica', 'Jamaica', 'Panama', 'Panama', 'New Zealand']","[39.7082, 30.4063, 17.9537, 17.9447, 9.3645, 8.8583, -36.8402]","[-75.513, -81.5461, -76.7529, -76.8488, -79.9313, -79.515, 174.7721]","['Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Tropical Northwestern Atlantic', 'Tropical East Pacific', 'Northern New Zealand']","[0.0, 61.9217765503407, 93.20964253375476, 50.83898352143457, 70.05535193621998, 6.099848909029182, 610.5757069896243]","[14.626813574130622, 31.19825522443467, np.float64(20.32486374497948), 43.375838947219066, np.float64(23.65188592874321), np.float64(34.199398410888016), 0.0]",44.1699,1045.4516,AUCKLAND
syn_03303,1,RoRo,27100.0,7,"['PHILADELPHIA', 'CHARLESTON', 'COLON', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'TAURANGA']","['United States', 'United States', 'Panama', 'Panama', 'French Polynesia', 'New Caledonia', 'New Zealand']","[39.9024, 32.8359, 9.452, 8.8583, -17.5374, -22.2633, -37.6444]","[-75.1278, -79.891, -79.83, -79.515, -149.5753, 166.4317, 176.1819]","['Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Tropical East Pacific', 'Southeast Polynesia', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 67.63096176259947, 217.17392473681167, 7.280444318916714, 297.59640598263775, 256.9509085052179, 72.67348050324749]","[np.float64(13.5525461646411), np.float64(62.78293547700622), np.float64(22.217064480019683), np.float64(38.69230802159194), np.float64(28.077134681012925), np.float64(9.816248239528086), 0.0]",45.6018,1080.8918,TAURANGA
syn_03304,1,Container,34960.0,5,"['SAN FRANCISCO', 'LOS ANGELES', 'SAN FRANCISCO', 'BOTANY', 'TAURANGA']","['United States', 'United States', 'United States', 'Australia', 'New Zealand']","[37.7318, 33.7536, 37.7318, -33.9682, -37.6444]","[-122.3469, -118.2644, -122.3469, 151.2149, 176.1819]","['Cold Temperate Northeast Pacific', 'Warm Temperate Northeast Pacific', 'Cold Temperate Northeast Pacific', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 20.118863668755505, 21.493017037855914, 600.7608426378816, 99.36874915252552]","[np.float64(19.14806945000066), np.float64(92.4334219960425), np.float64(6.586769379670922), np.float64(14.91808967305963), 0.0]",36.4512,855.6798,TAURANGA
syn_03305,1,Container,30189.0,7,"['ANTWERPEN', 'MARCHWOOD', 'GROSSENSIEL', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'AUCKLAND']","['Belgium', 'United Kingdom', 'Germany', 'United States', 'United States', 'Panama', 'New Zealand']","[51.2645, 50.8849, 53.5781, 39.2398, 32.0868, 9.3645, -36.8402]","[4.2357, -1.3968, 8.552, -76.5304, -81.0983, -79.9313, 174.7721]","['Northern European Seas', 'Northern European Seas', 'Northern European Seas', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Northern New Zealand']","[0.0, 17.310631130714146, 31.77658432504575, 247.6701671046165, 46.14887693987825, 246.02459791164807, 597.0879216319847]","[56.46935912065986, np.float64(25.105846583647974), 21.054139027015623, np.float64(35.183130789372136), np.float64(24.576340212162656), np.float64(11.54880605909388), 0.0]",56.6649,1303.487,AUCKLAND
syn_03306,1,General Cargo,10334.0,5,"['MARCHWOOD', 'BALTIMORE', 'US SSI', 'CRIST_BAL', 'AUCKLAND']","['United Kingdom', 'United States', 'United States', 'Panama', 'New Zealand']","[50.8849, 39.2398, 31.1308, 9.3645, -36.8402]","[-1.3968, -76.5304, -81.5326, -79.9313, 174.7721]","['Northern European Seas', 'Cold Temperate Northwest Atlantic', 'Warm Temperate Northwest Atlantic', 'Tropical Northwestern Atlantic', 'Northern New Zealand']","[0.0, 354.082392349926, 49.708111589272676, 94.81666061012803, 755.2412753832793]","[np.float64(53.96229683690604), np.float64(37.35534669194724), 10.166406364297332, np.float64(8.296212670205488), 0.0]",56.8179,1309.6664,AUCKLAND
syn_03307,1,Container,53124.0,5,"['PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","['French Polynesia', 'New Caledonia', 'Australia', 'Australia', 'New Zealand']","[-17.5374, -22.2633, -27.3765, -33.9682, -37.6444]","[-149.5753, 166.4317, 153.1665, 151.2149, 176.1819]","['Southeast Polynesia', 'Tropical Southwestern Pacific', 'East Central Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 162.28635632869194, 52.63249538961957, 33.436961630728625, 91.48287353154278]","[np.float64(11.206550901416682), np.float64(6.310112852434255), np.float64(37.439681873246016), np.float64(22.29204104203168), 0.0]",17.3786,405.8805,TAURANGA
