voyage_id,cluster,vessel_type,DWT,n_ports,ports,port_territories,latitudes,longitudes,ecoprovinces,transits_hours,dwells_hours,total_span_days,delta_t_hours,nz_dest_port
syn_07116,4,Container,80225.0,5,"['ZHANGZHOU', 'XIAMEN', 'ONOMICHIITOZAKI', 'MATSUNAGA', 'LYTTELTON']","['China', 'China', 'Japan', 'Japan', 'New Zealand']","[24.2255, 24.4448, 34.3577, 34.4229, -43.606]","[118.3178, 118.0187, 133.2197, 133.2512, 172.7213]","['South China Sea', 'South China Sea', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Southern New Zealand']","[0.0, 40.6743695596086, 144.74254821325638, 47.178658414514835, 704.0485449224076]","[28.52877541986293, 14.565813217863521, 35.11266558058179, 46.273420448331905, 0.0]",44.2135,1032.596,LYTTELTON
syn_07117,4,Container,77159.0,5,"['TAICHUNG', 'ONSAN', 'YANTAI', 'SINGAPORE', 'LYTTELTON']","['Taiwan', 'South Korea', 'China', 'Singapore', 'New Zealand']","[24.253, 35.5182, 37.5733, 1.2427, -43.606]","[120.4349, 129.3932, 121.4368, 103.8733, 172.7213]","['South China Sea', 'Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Sunda Shelf', 'Southern New Zealand']","[0.0, 125.47916488690139, 51.638556309383524, 347.5485475039045, 426.66424973470015]","[31.747401597011525, np.float64(113.59702496068007), 41.17485941807738, np.float64(43.98069481740942), 0.0]",49.2429,1150.0831,LYTTELTON
syn_07118,4,General Cargo,18276.0,5,"['TABOGUILLA', 'BUENAVENTURA', 'GUAYAQUIL', 'CALLAO', 'GISBORNE']","['Panama', 'Colombia', 'Ecuador', 'Peru', 'New Zealand']","[8.8583, 3.8933, -2.2924, -12.0302, -38.6751]","[-79.515, -77.0433, -79.91, -77.1874, 178.0221]","['Tropical East Pacific', 'Tropical East Pacific', 'Tropical East Pacific', 'Warm Temperate Southeastern Pacific', 'Northern New Zealand']","[0.0, 28.084187394449632, 62.97624552240328, 49.63435073986626, 431.20967681117065]","[94.29173789937398, 15.257304919493087, 35.00685458125353, 36.80070549236199, 0.0]",31.3859,658.9693,GISBORNE
syn_07119,4,Bulker,28386.0,5,"['FUKUOKA', 'BABAK', 'TOKYO', 'YOKKAICHI', 'PORT CHALMERS']","['Japan', 'Philippines', 'Japan', 'Japan', 'New Zealand']","[33.6217, 7.2065, 35.6, 35.0483, -45.8742]","[130.405, 125.6529, 139.7931, 136.8533, 170.5221]","['Warm Temperate Northwest Pacific', 'Western Coral Triangle', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Southern New Zealand']","[0.0, 182.1055586558968, 169.42769245056965, 25.7736433315519, 462.13959240964437]","[72.56162688505991, 39.09999324643198, 129.86309477408003, np.float64(28.593254115605493), 0.0]",46.2319,1037.0028,PORT CHALMERS
syn_07120,4,Tanker,49812.0,6,"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SAIPAN', 'KEMBLA', 'AUCKLAND']","['Japan', 'Japan', 'Japan', 'Northern Mariana Islands', 'Australia', 'New Zealand']","[34.5877, 35.0483, 35.4763, 15.227, -34.4537, -36.8402]","[135.45, 136.8533, 139.6511, 145.7344, 150.8864, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Tropical Northwestern Pacific', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 32.75121072761208, 14.85479819615836, 97.22690079681455, 254.4132003165017, 108.2214023295606]","[37.46232671466625, np.float64(103.8663377799956), np.float64(27.283305533410502), 22.916841983952093, np.float64(91.0608162744549), 0.0]",32.919,752.5948,AUCKLAND
syn_07121,4,General Cargo,38592.0,6,"['RIZHAO', 'LANSHAN', 'TANGSHAN', 'SINGAPORE', 'RANGAI', 'TAURANGA']","['China', 'China', 'China', 'Singapore', 'Indonesia', 'New Zealand']","[35.0826, 35.1191, 39.2053, 1.2427, -5.4732, -37.6444]","[119.7148, 119.4167, 119.0074, 103.8733, 105.3162, 176.1819]","['Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Sunda Shelf', 'Java Transitional', 'Northern New Zealand']","[0.0, 36.28951837701916, 64.76708976810826, 284.12057618229403, 52.591470082094595, 345.405606372122]","[np.float64(21.251136004174032), np.float64(78.58520923607836), 49.37328235640094, np.float64(22.10752843714903), np.float64(16.367951650521977), 0.0]",40.4525,949.6082,TAURANGA
syn_07122,4,Bulker,39721.0,7,"['MESAIEED', 'QAPCO', 'FUJAIRAH', 'SRIRACHA', 'SINGAPORE', 'BINTULU', 'TAURANGA']","['Qatar', 'Qatar', 'United Arab Emirates', 'Thailand', 'Singapore', 'Malaysia', 'New Zealand']","[24.9218, 24.9127, 25.2153, 13.139, 1.2427, 3.2624, -37.6444]","[51.6206, 51.5734, 56.5035, 100.8723, 103.8733, 113.0676, 176.1819]","['Somali/Arabian', 'Somali/Arabian', 'Somali/Arabian', 'Sunda Shelf', 'Sunda Shelf', 'Sunda Shelf', 'Northern New Zealand']","[0.0, 44.66136973858681, 53.22063728113453, 506.38361354471743, 72.31550921139878, 44.659948258952376, 393.78679632824833]","[14.132214058404381, 13.310768269419146, np.float64(42.72752201397746), np.float64(15.521664437160958), np.float64(25.173096768848183), 16.6359670694684, 0.0]",51.772,1228.3969,TAURANGA
syn_07123,4,Bulker,36888.0,5,"['RIZHAO', 'LANSHAN', 'MACKAY', 'MELBOURNE', 'NEW PLYMOUTH']","['China', 'China', 'Australia', 'Australia', 'New Zealand']","[35.0826, 35.1191, -21.1059, -37.844, -39.0577]","[119.7148, 119.4167, 149.2318, 144.905, 174.0346]","['Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Northeast Australian Shelf', 'Southeast Australian Shelf', 'Southern New Zealand']","[0.0, 34.45844474010274, 361.2646856572472, 108.22912856499434, 107.14493939389834]","[np.float64(16.39257171392213), np.float64(87.76155792785144), np.float64(48.240136576372095), np.float64(58.63285012000536), 0.0]",34.2552,805.7317,NEW PLYMOUTH
syn_07124,4,Bulker,34393.0,5,"['SINGAPORE', 'MUARA', 'MUARA HARBOR', 'HEDLAND', 'GISBORNE']","['Singapore', 'Brunei Darussalam', 'Brunei Darussalam', 'Australia', 'New Zealand']","[1.2427, 5.0944, 5.0195, -20.0977, -38.6751]","[103.8733, 115.0877, 115.0748, 118.5382, 178.0221]","['Sunda Shelf', 'Western Coral Triangle', 'Western Coral Triangle', 'Northwest Australian Shelf', 'Northern New Zealand']","[0.0, 99.83504447107505, 68.46690795484054, 253.18931795114332, 424.1150516292165]","[np.float64(13.670876107082345), 73.13078605700882, 68.1480504303332, 116.97643277190075, 0.0]",46.5639,1103.8616,GISBORNE
syn_07125,4,Bulker,38190.0,5,"['FUJAIRAH', 'ADELAIDE', 'PORTLAND', 'KEMBLA', 'TAURANGA']","['United Arab Emirates', 'Australia', 'Australia', 'Australia', 'New Zealand']","[25.2153, -34.8169, -38.32, -34.4537, -37.6444]","[56.5035, 138.2816, 141.7092, 150.8864, 176.1819]","['Somali/Arabian', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 720.2911039922471, 28.66503980978904, 61.67536866552658, 129.7906097584296]","[np.float64(32.51173755561083), np.float64(7.294232301996995), np.float64(77.74161952789913), np.float64(132.43281046297378), 0.0]",49.6001,1157.8908,TAURANGA
syn_07126,4,Bulker,39172.0,5,"['AR RUWAYS', 'FUJAIRAH', 'GEELONG', 'NEWCASTLE', 'AUCKLAND']","['United Arab Emirates', 'United Arab Emirates', 'Australia', 'Australia', 'New Zealand']","[24.1506, 25.2153, -38.096, -32.9182, -36.8402]","[52.7347, 56.5035, 144.3819, 151.7701, 174.7721]","['Somali/Arabian', 'Somali/Arabian', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 61.92498960232861, 548.7974903920059, 90.79664824855499, 117.70471069497331]","[27.06641383451662, np.float64(23.099375307590574), np.float64(6.256307740375299), np.float64(117.60315357318335), 0.0]",41.3854,966.1827,AUCKLAND
syn_07127,4,RoRo,14906.0,5,"['SINGAPORE', 'TANJUNG PELEPAS', 'ADELAIDE', 'BOTANY', 'WELLINGTON']","['Singapore', 'Malaysia', 'Australia', 'Australia', 'New Zealand']","[1.2427, 1.3355, -34.8169, -33.9682, -41.2746]","[103.8733, 103.5553, 138.2816, 151.2149, 174.7887]","['Sunda Shelf', 'Sunda Shelf', 'Southwest Australian Shelf', 'East Central Australian Shelf', 'Southern New Zealand']","[0.0, 47.09890051429942, 204.65405767963478, 90.08059413554828, 83.16262760833315]","[np.float64(89.28055459896134), np.float64(29.421465867838393), np.float64(9.56366391658324), np.float64(8.057743776722194), 0.0]",23.3883,472.0391,WELLINGTON
syn_07128,4,Bulker,37657.0,5,"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","['China', 'China', 'China', 'Taiwan', 'New Zealand']","[31.0717, 30.1646, 22.4968, 22.5712, -36.8402]","[122.6783, 122.2733, 113.8628, 120.3042, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South Kuroshio', 'Northern New Zealand']","[0.0, 8.335868717900986, 157.20229697692653, 60.498113137598644, 371.51565390594874]","[np.float64(13.19382921295742), np.float64(92.21823580817227), np.float64(42.770356527829726), np.float64(30.53191136005879), 0.0]",32.3444,763.0724,AUCKLAND
syn_07129,4,Bulker,36644.0,7,"['MESAIEED', 'QAPCO', 'FUJAIRAH', 'SRIRACHA', 'SINGAPORE', 'BINTULU', 'NEW PLYMOUTH']","['Qatar', 'Qatar', 'United Arab Emirates', 'Thailand', 'Singapore', 'Malaysia', 'New Zealand']","[24.9218, 24.9127, 25.2153, 13.139, 1.2427, 3.2624, -39.0577]","[51.6206, 51.5734, 56.5035, 100.8723, 103.8733, 113.0676, 174.0346]","['Somali/Arabian', 'Somali/Arabian', 'Somali/Arabian', 'Sunda Shelf', 'Sunda Shelf', 'Sunda Shelf', 'Southern New Zealand']","[0.0, 37.04654222491464, 42.72307953291199, 328.4887862199214, 73.09675459178632, 42.936048013648644, 549.4149628689189]","[8.017710706452656, 32.38176764616718, np.float64(56.65367342966159), np.float64(104.00676793601309), np.float64(21.088523116566705), 14.940775340856696, 0.0]",54.6165,1302.7777,NEW PLYMOUTH
syn_07130,4,Bulker,32537.0,5,"['SINGAPORE', 'KLANG', 'NEW PRIOK', 'DUMAI', 'PORT CHALMERS']","['Singapore', 'Malaysia', 'Indonesia', 'Indonesia', 'New Zealand']","[1.2427, 2.9224, -6.0976, 1.7177, -45.8742]","[103.8733, 101.2873, 106.884, 101.4465, 170.5221]","['Sunda Shelf', 'Sunda Shelf', 'Java Transitional', 'Sunda Shelf', 'Southern New Zealand']","[0.0, 16.269643307881257, 47.00564229811145, 73.26247938652294, 554.0046102509704]","[np.float64(23.139049695940304), np.float64(95.66904641074058), np.float64(63.901861999277294), 119.84342175415598, 0.0]",41.379,969.9567,PORT CHALMERS
syn_07131,4,Tanker,49999.0,5,"['KLANG', 'PERAI', 'SINGAPORE', 'RANGAI', 'TAURANGA']","['Malaysia', 'Malaysia', 'Singapore', 'Indonesia', 'New Zealand']","[2.9224, 5.39, 1.2427, -5.4732, -37.6444]","[101.2873, 100.3633, 103.8733, 105.3162, 176.1819]","['Sunda Shelf', 'Sunda Shelf', 'Sunda Shelf', 'Java Transitional', 'Northern New Zealand']","[0.0, 66.37991372869593, 63.76817481357942, 55.98444440830074, 522.6633098501305]","[np.float64(93.39212403455535), 59.19528921499208, np.float64(18.19130765840637), np.float64(112.23979862687983), 0.0]",41.3256,898.4222,TAURANGA
syn_07132,4,Bulker,37707.0,6,"['RUWAIS', 'AR RUWAYS', 'FUJAIRAH', 'GEELONG', 'NEWCASTLE', 'AUCKLAND']","['United Arab Emirates', 'United Arab Emirates', 'United Arab Emirates', 'Australia', 'Australia', 'New Zealand']","[24.4484, 24.1506, 25.2153, -38.096, -32.9182, -36.8402]","[52.5084, 52.7347, 56.5035, 144.3819, 151.7701, 174.7721]","['Somali/Arabian', 'Somali/Arabian', 'Somali/Arabian', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 47.733972803371, 43.1028595036652, 751.2786293651637, 64.14636289396672, 202.2254302189547]","[60.12040395299422, 26.713419723836424, np.float64(19.043274547695773), np.float64(86.66732575227418), np.float64(85.79570885884517), 0.0]",57.7845,1326.707,AUCKLAND
syn_07133,4,Bulker,37534.0,5,"['KUNSAN', 'SHANGHAI', 'SUZHOU', 'KANDA, FUKUOKA', 'AUCKLAND']","['South Korea', 'China', 'China', 'Japan', 'New Zealand']","[35.9767, 31.0717, 31.6936, 33.7636, -36.8402]","[126.59, 122.6783, 121.145, 131.2559, 174.7721]","['Cold Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Northern New Zealand']","[0.0, 34.61299581362029, 13.497545391127153, 61.18995948544625, 374.2859411267713]","[6.836091662750186, np.float64(33.15406481837512), np.float64(124.8990358541051), np.float64(17.65690771435167), 0.0]",27.7555,659.2965,AUCKLAND
