voyage_id,cluster,vessel_type,DWT,n_ports,ports,port_territories,latitudes,longitudes,ecoprovinces,transits_hours,dwells_hours,total_span_days,delta_t_hours,nz_dest_port
syn_06338,3,General Cargo,19497.0,6,"['BIRINGKASSI', 'GEELONG', 'MELBOURNE', 'ARDROSSAN', 'KEMBLA', 'AUCKLAND']","['Indonesia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-4.816, -38.096, -37.844, -34.4394, -34.4537, -36.8402]","[119.4552, 144.3819, 144.905, 137.9262, 150.8864, 174.7721]","['Western Coral Triangle', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southwest Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 175.20431944458164, 39.367597342287524, 52.04686863935228, 95.56616988278648, 87.5715251668377]","[97.72510290636824, np.float64(42.51844382732151), np.float64(30.527595846738777), 13.11872473875217, np.float64(43.53809471310111), 0.0]",28.216,579.4593,AUCKLAND
syn_06339,3,Bulker,37987.0,5,"['NOUMEA', 'LAUTOKA', 'SUVA', 'LUGANVILLE', 'TAURANGA']","['New Caledonia', 'Fiji', 'Fiji', 'Vanuatu', 'New Zealand']","[-22.2633, -17.6036, -18.1339, -15.515, -37.6444]","[166.4317, 177.4387, 178.4235, 167.1867, 176.1819]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 68.39988224384705, 12.090392161309051, 185.43234834551177, 290.5557729614674]","[33.064792559167834, np.float64(13.972873943214417), np.float64(57.659123921850934), np.float64(11.233360778346778), 0.0]",28.017,639.3438,TAURANGA
syn_06340,3,Bulker,34439.0,6,"['NEW PRIOK', 'KWINANA', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'TAURANGA']","['Indonesia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-6.0976, -32.0435, -32.051, -34.8169, -37.844, -37.6444]","[106.884, 115.6652, 115.7393, 138.2816, 144.905, 176.1819]","['Java Transitional', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Northern New Zealand']","[0.0, 169.5672580699161, 67.00192256645117, 174.45665395923012, 68.66884713060652, 185.2816287313293]","[42.37619637671589, 29.815631789853658, 18.910460376171773, np.float64(60.5818024681929), np.float64(11.806487443525779), 0.0]",34.5195,786.0907,TAURANGA
syn_06341,3,Container,17842.0,5,"['RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","['Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-4.2033, -9.4274, -15.515, -17.754, -37.6444]","[152.1667, 159.9603, 167.1867, 168.3044, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 44.73342814411533, 38.10312328823128, 24.94235749942776, 140.35513542249572]","[71.89067387610407, np.float64(30.974473154380636), np.float64(16.277667750487176), np.float64(9.951031216960741), 0.0]",15.7178,305.3372,TAURANGA
syn_06342,3,Bulker,37743.0,7,"['HEDLAND', 'FREMANTLE', 'BURNIE', 'GLADSTONE', 'MACKAY', 'HAY POINT', 'GISBORNE']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-20.0977, -32.051, -41.0534, -23.8351, -21.1059, -21.1629, -38.6751]","[118.5382, 115.7393, 145.9108, 151.2712, 149.2318, 149.3474, 178.0221]","['Northwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northern New Zealand']","[0.0, 87.25854894404388, 166.54860957474673, 129.09107265984662, 36.744777254862484, 52.562050682987, 308.23064665876467]","[60.86897034356231, 85.20184391805901, 51.744861507257966, 49.06091745696458, 62.55940058413355, 45.24285274713973, 0.0]",47.2964,1074.2456,GISBORNE
syn_06343,3,Container,12502.0,5,"['BRISBANE', 'NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'PORT CHALMERS']","['Australia', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'New Zealand']","[-27.3765, -9.5056, -9.4328, -6.8146, -45.8742]","[153.1665, 147.1542, 147.1035, 146.9681, 170.5221]","['East Central Australian Shelf', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Southern New Zealand']","[0.0, 71.78154409810536, 17.864509954840987, 68.44920219594123, 308.3501382677727]","[np.float64(26.263714939905075), 30.96094927057316, np.float64(6.732440269994359), np.float64(112.92714389370532), 0.0]",26.8054,617.0659,PORT CHALMERS
syn_06344,3,Bulker,37555.0,7,"['BIRINGKASSI', 'GEELONG', 'MELBOURNE', 'ARDROSSAN', 'KEMBLA', 'TOWNSVILLE', 'NEW PLYMOUTH']","['Indonesia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-4.816, -38.096, -37.844, -34.4394, -34.4537, -19.0942, -39.0577]","[119.4552, 144.3819, 144.905, 137.9262, 150.8864, 146.9491, 174.0346]","['Western Coral Triangle', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southwest Australian Shelf', 'East Central Australian Shelf', 'Northeast Australian Shelf', 'Southern New Zealand']","[0.0, 317.98697678211613, 83.21119583315402, 40.34725260678816, 120.10257874045348, 121.32937459765428, 166.85115025341284]","[24.636226152322322, np.float64(119.85889216889016), np.float64(59.76058973345158), 103.73402065058883, np.float64(96.79061822148353), 82.51800023860591, 0.0]",55.7136,1312.4906,NEW PLYMOUTH
syn_06345,3,RoRo,18924.0,6,"['BRISBANE', 'LAUTOKA', 'SUVA', 'VILA', 'LUGANVILLE', 'AUCKLAND']","['Australia', 'Fiji', 'Fiji', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-27.3765, -17.6036, -18.1339, -17.754, -15.515, -36.8402]","[153.1665, 177.4387, 178.4235, 168.3044, 167.1867, 174.7721]","['East Central Australian Shelf', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 147.61276373142962, 9.815356663398862, 58.940614671278176, 52.79945609414021, 123.70329739793003]","[np.float64(135.63855468014933), np.float64(79.0116467514011), np.float64(32.13033829539295), np.float64(21.523385851248467), np.float64(45.08786444213258), 0.0]",29.4276,570.6247,AUCKLAND
syn_06346,3,Container,22708.0,7,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -9.4274, -15.515, -17.754, -37.6444]","[147.1542, 147.1035, 146.9681, 159.9603, 167.1867, 168.3044, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 17.864509954840987, 45.47008647775858, 55.57064751599335, 60.980325717762085, 38.283889495128776, 189.82828977336158]","[74.40957110191536, np.float64(13.461992332140676), np.float64(92.37200148159096), np.float64(17.4489398266287), np.float64(18.715175352085364), np.float64(8.630475592731393), 0.0]",26.3765,558.6263,TAURANGA
syn_06347,3,Container,5923.0,6,"['NOUMEA', 'LAUTOKA', 'SUVA', 'VILA', 'LUGANVILLE', 'AUCKLAND']","['New Caledonia', 'Fiji', 'Fiji', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-22.2633, -17.6036, -18.1339, -17.754, -15.515, -36.8402]","[166.4317, 177.4387, 178.4235, 168.3044, 167.1867, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 43.24145767741065, 11.351656940148741, 77.65351227196007, 50.628409744933286, 124.73490667119559]","[73.83438665792684, np.float64(29.643781652036306), np.float64(23.242996890719162), np.float64(83.29804503345375), np.float64(18.98981177555306), 0.0]",22.3591,462.7846,AUCKLAND
syn_06348,3,Container,22968.0,5,"['GEELONG', 'DEVONPORT', 'PORTLAND', 'ADELAIDE', 'NAPIER']","['Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-38.096, -41.1873, -38.32, -34.8169, -39.4759]","[144.3819, 146.3638, 141.7092, 138.2816, 176.9184]","['Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southwest Australian Shelf', 'Southern New Zealand']","[0.0, 4.590264756152913, 20.71757916320137, 26.45066866063139, 209.29114646184624]","[np.float64(25.791587177137945), 14.549728379528583, 46.64109449679303, np.float64(41.61191968430091), 0.0]",16.2352,363.8524,NAPIER
syn_06349,3,RoRo,21856.0,6,"['NOUMEA', 'LAUTOKA', 'SUVA', 'VILA', 'LUGANVILLE', 'AUCKLAND']","['New Caledonia', 'Fiji', 'Fiji', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-22.2633, -17.6036, -18.1339, -17.754, -15.515, -36.8402]","[166.4317, 177.4387, 178.4235, 168.3044, 167.1867, 174.7721]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 66.1801216645392, 9.035600157287302, 36.76122363451888, 50.246306019205676, 208.82754953275779]","[88.96846708039551, np.float64(64.76526926316222), np.float64(72.65617334169228), np.float64(22.18744483203398), np.float64(29.79200301051778), 0.0]",27.0592,560.4517,AUCKLAND
syn_06350,3,Bulker,38896.0,6,"['HEDLAND', 'DAMPIER', 'FREMANTLE', 'KWINANA', 'HENDERSON', 'TAURANGA']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-20.0977, -20.38, -32.051, -32.0435, -32.1635, -37.6444]","[118.5382, 116.6317, 115.7393, 115.6652, 115.7667, 176.1819]","['Northwest Australian Shelf', 'Northwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Northern New Zealand']","[0.0, 9.537271763727416, 125.715186152059, 64.7796975964448, 77.03472700896644, 270.22879995593246]","[11.333730534078663, 9.168476532106823, 64.45136605589973, 13.722523901986218, 102.33919023423802, 0.0]",31.1796,736.9772,TAURANGA
syn_06351,3,Bulker,29738.0,7,"['TOWNSVILLE', 'NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'LUGANVILLE', 'AUCKLAND']","['Australia', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'New Zealand']","[-19.0942, -9.5056, -9.4328, -6.8146, -9.4274, -15.515, -36.8402]","[146.9491, 147.1542, 147.1035, 146.9681, 159.9603, 167.1867, 174.7721]","['Northeast Australian Shelf', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 61.3241008448504, 72.50689690002989, 86.7921923884399, 56.97714445009774, 108.3543939250716, 172.27051773438922]","[78.70875244274949, 121.60966503640498, np.float64(14.421795931884047), np.float64(129.13368879452744), np.float64(94.71835032941449), np.float64(19.741560099779687), 0.0]",42.3566,937.8503,AUCKLAND
syn_06352,3,Bulker,34327.0,7,"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'AUCKLAND']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-6.8146, -5.5497, -4.2033, -9.4274, -15.515, -17.754, -36.8402]","[146.9681, 150.1486, 152.1667, 159.9603, 167.1867, 168.3044, 174.7721]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 4.124537891991021, 58.247352275206254, 63.31165331430928, 86.91707444612857, 87.73004211950483, 173.8452962638677]","[np.float64(43.26514147377569), np.float64(45.44087674827312), 43.86897757542701, np.float64(110.32729037474002), np.float64(39.03288425470784), np.float64(6.926358265767152), 0.0]",31.7932,719.7723,AUCKLAND
syn_06353,3,RoRo,30796.0,7,"['MOTUKEA ISLAND', 'LAE', 'RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'AUCKLAND']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-9.4328, -6.8146, -4.2033, -9.4274, -15.515, -17.754, -36.8402]","[147.1035, 146.9681, 152.1667, 159.9603, 167.1867, 168.3044, 174.7721]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 61.67555258696184, 46.86772315722533, 92.30601458085309, 108.37986350176828, 45.41361028661053, 107.39049858172882]","[np.float64(16.87011862652575), np.float64(69.98236459755863), 15.383244938239661, np.float64(36.438953543084075), np.float64(16.040526477740457), np.float64(8.321151864084458), 0.0]",26.0446,608.1995,AUCKLAND
syn_06354,3,Container,12502.0,5,"['RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","['Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-4.2033, -9.4274, -15.515, -17.754, -37.6444]","[152.1667, 159.9603, 167.1867, 168.3044, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 45.84534813435681, 44.44554720007244, 38.69011471746201, 91.54322265853658]","[8.017791060091074, np.float64(20.593815050798515), np.float64(32.28490815977132), np.float64(14.839906494094663), 0.0]",12.3442,288.2429,TAURANGA
syn_06355,3,General Cargo,40527.0,7,"['NEWCASTLE', 'GEELONG', 'DEVONPORT', 'PORTLAND', 'ADELAIDE', 'LINCOLN', 'NAPIER']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-32.9182, -38.096, -41.1873, -38.32, -34.8169, -34.7176, -39.4759]","[151.7701, 144.3819, 146.3638, 141.7092, 138.2816, 135.8701, 176.9184]","['East Central Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southern New Zealand']","[0.0, 58.70208381500328, 10.167521438399211, 26.70284579918022, 16.349344765941343, 9.455443141068168, 185.76145324733324]","[np.float64(124.25649987053627), np.float64(115.24996084113899), 35.21400240521811, 11.490361593078221, np.float64(60.53827802239236), 11.255290753807271, 0.0]",27.7143,540.8866,NAPIER
syn_06356,3,General Cargo,7709.0,7,"['BRISBANE', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","['Australia', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-27.3765, -9.4328, -6.8146, -9.4274, -15.515, -17.754, -37.6444]","[153.1665, 147.1035, 146.9681, 159.9603, 167.1867, 168.3044, 176.1819]","['East Central Australian Shelf', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 178.4605542907387, 61.8168406746802, 27.814314395145214, 102.82925797840255, 67.90801955681634, 121.29686484344226]","[np.float64(31.413440447725442), np.float64(16.957691379043446), np.float64(29.198664907781563), np.float64(70.35210613518313), np.float64(16.930010342235), np.float64(6.592602923717457), 0.0]",30.4821,700.1569,TAURANGA
syn_06357,3,Bulker,39758.0,6,"['CAIRNS', 'GLADSTONE', 'FISHERMANS LANDING', 'HAY POINT', 'MACKAY', 'NEW PLYMOUTH']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-16.8017, -23.8351, -23.7873, -21.1629, -21.1059, -39.0577]","[145.8833, 151.2712, 151.1761, 149.3474, 149.2318, 174.0346]","['Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Southern New Zealand']","[0.0, 72.39171766963914, 66.10449238536034, 26.018670772621284, 105.19656916038518, 225.11376645793354]","[128.30966570040712, 45.10058514524352, 61.00315423025203, 123.74217673020901, 80.45277187959475, 0.0]",38.8931,805.1239,NEW PLYMOUTH
syn_06358,3,Bulker,37555.0,5,"['HEDLAND', 'FREMANTLE', 'BURNIE', 'GLADSTONE', 'NEW PLYMOUTH']","['Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-20.0977, -32.051, -41.0534, -23.8351, -39.0577]","[118.5382, 115.7393, 145.9108, 151.2712, 174.0346]","['Northwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Northeast Australian Shelf', 'Southern New Zealand']","[0.0, 155.86060454358162, 251.6604946211406, 95.62566276937508, 236.71662646486598]","[32.22107331203774, 100.68637561523832, 16.046827357951, 66.72574302830304, 0.0]",39.8143,923.3223,NEW PLYMOUTH
syn_06359,3,Container,12502.0,7,"['ALBANY', 'ESPERANCE', 'THEVENARD', 'BUNDABERG', 'GLADSTONE', 'SOUTH TREES', 'GISBORNE']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-35.0344, -33.8718, -32.1493, -24.7706, -23.8351, -23.8483, -38.6751]","[117.8934, 121.8997, 133.6409, 152.3816, 151.2712, 151.3268, 178.0221]","['Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'East Central Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northern New Zealand']","[0.0, 8.614348892963044, 37.60164296770201, 223.9886154789737, 39.51447363601475, 20.297113399758096, 198.12845953591608]","[111.65816447205066, 74.89478799051444, 52.63383064806394, 45.887352966893786, 11.266078330981927, 25.289384081922655, 0.0]",35.4073,738.1161,GISBORNE
