voyage_id,cluster,vessel_type,DWT,n_ports,ports,port_territories,latitudes,longitudes,ecoprovinces,transits_hours,dwells_hours,total_span_days,delta_t_hours,nz_dest_port
syn_00011,0,RoRo,14906.0,5,"['SINGAPORE', 'TANJUNG PELEPAS', 'ADELAIDE', 'BOTANY', 'LYTTELTON']","['Singapore', 'Malaysia', 'Australia', 'Australia', 'New Zealand']","[1.2427, 1.3355, -34.8169, -33.9682, -43.606]","[103.8733, 103.5553, 138.2816, 151.2149, 172.7213]","['Sunda Shelf', 'Sunda Shelf', 'Southwest Australian Shelf', 'East Central Australian Shelf', 'Southern New Zealand']","[0.0, 46.58684702856156, 389.6874064490874, 66.62091328142768, 104.77451975886571]","[np.float64(49.047228909435326), np.float64(23.674799159052483), np.float64(18.648581802031558), np.float64(27.627958686231718), 0.0]",30.2778,677.621,LYTTELTON
syn_00012,0,RoRo,17713.0,7,"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'DAVAO', 'AUCKLAND']","['Japan', 'South Korea', 'China', 'China', 'China', 'Philippines', 'New Zealand']","[34.5877, 35.0773, 31.0717, 22.5687, 22.0717, 7.074, -36.8402]","[135.45, 128.8035, 122.6783, 114.2574, 114.4267, 125.6393, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South China Sea', 'Western Coral Triangle', 'Northern New Zealand']","[0.0, 23.565742794551284, 34.278604606986235, 71.60144301523052, 3.140930940081818, 91.4503511449824, 267.3032231754865]","[np.float64(64.96403454867713), np.float64(7.839758631240542), np.float64(7.2396384846881565), np.float64(16.37572833310853), np.float64(41.733489607430776), 14.818087865604586, 0.0]",26.8463,579.347,AUCKLAND
syn_00013,0,Container,40278.0,7,"['SUZHOU', 'YOKOHAMA', 'GAMCHEON', 'GUANGZHOU', 'HONIARA', 'NOUMEA', 'AUCKLAND']","['China', 'Japan', 'South Korea', 'China', 'Solomon Islands', 'New Caledonia', 'New Zealand']","[31.6936, 35.4763, 35.0605, 22.4968, -9.4274, -22.2633, -36.8402]","[121.145, 139.6511, 128.9967, 113.8628, 159.9603, 166.4317, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 81.66010542232848, 38.3837810211003, 83.5470583825861, 443.744333161894, 66.33650425527628, 76.57618955577856]","[np.float64(38.929905244879315), np.float64(8.468233557579735), np.float64(12.231494071258043), np.float64(29.948437084209274), 25.92823251040869, np.float64(22.23414998241571), 0.0]",38.6662,889.0585,AUCKLAND
syn_00014,0,RoRo,14906.0,6,"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","['Japan', 'South Korea', 'China', 'China', 'China', 'New Zealand']","[34.5877, 35.0773, 31.0717, 22.5687, 22.0717, -36.8402]","[135.45, 128.8035, 122.6783, 114.2574, 114.4267, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South China Sea', 'Northern New Zealand']","[0.0, 33.89161736263433, 32.48917679242325, 89.40247267373007, 2.2458651638064118, 510.8818741999472]","[np.float64(15.834387667614351), np.float64(39.44939625987367), np.float64(11.479304907947244), np.float64(49.32823192862562), np.float64(28.489159832319178), 0.0]",33.8955,797.6571,AUCKLAND
syn_00015,0,Container,52190.0,7,"['ZHOUSHAN', 'QINGDAO', 'SHANGHAI', 'HONG KONG', 'ZHUHAI', 'GUANGZHOU', 'AUCKLAND']","['China', 'China', 'China', 'China', 'China', 'China', 'New Zealand']","[30.1646, 36.0082, 31.0717, 22.0717, 22.0581, 22.4968, -36.8402]","[122.2733, 120.206, 122.6783, 114.4267, 113.873, 113.8628, 174.7721]","['Warm Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South China Sea', 'South China Sea', 'Northern New Zealand']","[0.0, 27.016336346271835, 48.20527484113181, 78.36566922731515, 4.615862123503453, 3.1375721576506623, 384.3534563633502]","[np.float64(79.22437780009415), np.float64(38.10070280987345), np.float64(76.66721125324598), np.float64(16.514658419016353), 10.055801574124402, np.float64(87.30204728959956), 0.0]",35.565,774.3346,AUCKLAND
syn_00016,0,Reefer,12313.0,7,"['PYEONGTAEK', 'TIANJIN', 'GUANGZHOU', 'HO CHI MINH CITY', 'ZHOUSHAN', 'HONG KONG', 'AUCKLAND']","['South Korea', 'China', 'China', 'Viet Nam', 'China', 'China', 'New Zealand']","[36.9805, 38.9862, 22.4968, 10.7818, 30.1646, 22.0717, -36.8402]","[126.8245, 117.7797, 113.8628, 106.8178, 122.2733, 114.4267, 174.7721]","['Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'South China Sea', 'Sunda Shelf', 'Warm Temperate Northwest Pacific', 'South China Sea', 'Northern New Zealand']","[0.0, 42.43543805401063, 79.33195160883913, 80.88288088990784, 104.59605916312047, 41.317944490372525, 298.1093149578482]","[np.float64(10.939378487608687), 20.330622308597466, np.float64(12.716895166133957), 21.809386596590425, np.float64(11.72176767330902), np.float64(7.244011261305992), 0.0]",30.4765,720.4963,AUCKLAND
syn_00017,0,Container,53327.0,5,"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","['China', 'China', 'China', 'Taiwan', 'New Zealand']","[31.0717, 30.1646, 22.4968, 22.5712, -36.8402]","[122.6783, 122.2733, 113.8628, 120.3042, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South Kuroshio', 'Northern New Zealand']","[0.0, 6.639689731750218, 82.24179507097605, 38.90800169619762, 431.37418054144985]","[np.float64(14.059870696083603), np.float64(22.111467727804303), np.float64(21.91318334200892), np.float64(20.0913190740837), 0.0]",26.5558,623.2796,AUCKLAND
syn_00018,0,Container,23435.0,7,"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'DAVAO', 'AUCKLAND']","['Japan', 'South Korea', 'China', 'China', 'China', 'Philippines', 'New Zealand']","[34.5877, 35.0773, 31.0717, 22.5687, 22.0717, 7.074, -36.8402]","[135.45, 128.8035, 122.6783, 114.2574, 114.4267, 125.6393, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South China Sea', 'Western Coral Triangle', 'Northern New Zealand']","[0.0, 71.13739375344937, 58.13642340087808, 68.54644848825139, 4.445561653376963, 209.79728936279184, 450.1161098066983]","[np.float64(7.114151677850546), np.float64(44.21115834202552), np.float64(7.858280095097305), np.float64(46.26081483813847), np.float64(10.55999947771842), 20.138980854453138, 0.0]",41.5968,991.2085,AUCKLAND
syn_00019,0,RoRo,9491.0,7,"['BUSAN NEW', 'YOSU', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","['South Korea', 'South Korea', 'China', 'China', 'China', 'Australia', 'New Zealand']","[35.0773, 34.7645, 31.0717, 22.5687, 22.0717, -27.3765, -36.8402]","[128.8035, 127.7773, 122.6783, 114.2574, 114.4267, 153.1665, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South China Sea', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 7.002879326693873, 29.78204180625989, 45.55126565096696, 3.413429776096261, 451.7789710204667, 103.89542350727238]","[np.float64(9.025824276750704), 10.48476702424161, np.float64(26.03780913305395), np.float64(12.441121518843438), np.float64(25.133831914356676), np.float64(14.104470219550183), 0.0]",30.7772,729.626,AUCKLAND
syn_00020,0,Container,80454.0,5,"['ONSAN', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'AUCKLAND']","['South Korea', 'China', 'Japan', 'Japan', 'New Zealand']","[35.5182, 31.0717, 34.5877, 35.0483, -36.8402]","[129.3932, 122.6783, 135.45, 136.8533, 174.7721]","['Cold Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Northern New Zealand']","[0.0, 26.433069178501928, 53.51731430119381, 15.343704130117654, 654.9729408718675]","[np.float64(92.29158678463625), np.float64(26.575773976126044), np.float64(10.841009258928917), np.float64(18.564145801624232), 0.0]",37.4391,806.248,AUCKLAND
syn_00021,0,Container,50278.0,5,"['PYEONGTAEK', 'DANGJIN', 'DAESAN', 'ONSAN', 'NEW PLYMOUTH']","['South Korea', 'South Korea', 'South Korea', 'South Korea', 'New Zealand']","[36.9805, 36.9907, 37.0566, 35.5182, -39.0577]","[126.8245, 126.7247, 126.168, 129.3932, 174.0346]","['Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Cold Temperate Northwest Pacific', 'Southern New Zealand']","[0.0, 82.60711825184427, 32.68611407614055, 32.69656983249758, 289.76645334048806]","[np.float64(39.17593055449959), 7.704244508153024, 60.08749250139292, np.float64(28.86388253538453), 0.0]",23.8995,534.4119,NEW PLYMOUTH
syn_00022,0,RoRo,12988.0,5,"['TANJUNG PELEPAS', 'NEW PRIOK', 'BRISBANE', 'BOTANY', 'AUCKLAND']","['Malaysia', 'Indonesia', 'Australia', 'Australia', 'New Zealand']","[1.3355, -6.0976, -27.3765, -33.9682, -36.8402]","[103.5553, 106.884, 153.1665, 151.2149, 174.7721]","['Sunda Shelf', 'Java Transitional', 'East Central Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 45.3207377826609, 274.31493038796907, 63.70032747170093, 122.00681320909682]","[np.float64(23.5947542090271), np.float64(6.9395388083099165), np.float64(13.332348531700267), np.float64(101.75201116448464), 0.0]",27.1234,627.3667,AUCKLAND
syn_00023,0,RoRo,15425.0,5,"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","['Japan', 'Japan', 'Japan', 'Fiji', 'New Zealand']","[34.5877, 35.0483, 35.4763, -18.1339, -36.8402]","[135.45, 136.8533, 139.6511, 178.4235, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 14.500152468022643, 13.855709599939816, 277.8053525072082, 91.86466652446067]","[np.float64(30.142261742776153), np.float64(18.925549123855717), np.float64(15.47858465694881), np.float64(95.58208996884932), 0.0]",23.2564,528.0121,AUCKLAND
syn_00024,0,General Cargo,31288.0,5,"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'AUCKLAND']","['China', 'Taiwan', 'China', 'China', 'New Zealand']","[22.0717, 25.1478, 31.0717, 30.1646, -36.8402]","[114.4267, 121.7519, 122.6783, 122.2733, 174.7721]","['South China Sea', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Northern New Zealand']","[0.0, 75.18290553619846, 28.977092686862875, 4.334290814424065, 868.293579539998]","[np.float64(17.36375341269837), np.float64(27.08898082548244), np.float64(34.39566307984615), np.float64(97.55952794976979), 0.0]",48.0498,1135.832,AUCKLAND
syn_00025,0,RoRo,14906.0,5,"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'AUCKLAND']","['China', 'Taiwan', 'China', 'China', 'New Zealand']","[22.0717, 25.1478, 31.0717, 30.1646, -36.8402]","[114.4267, 121.7519, 122.6783, 122.2733, 174.7721]","['South China Sea', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Northern New Zealand']","[0.0, 35.832032205449686, 28.782963702617987, 5.24970769342319, 536.7208134002301]","[np.float64(17.775253001451176), np.float64(10.378285776085585), np.float64(7.198963749997656), np.float64(43.439743601459966), 0.0]",28.5574,667.6025,AUCKLAND
syn_00026,0,Bulker,28381.0,7,"['SRIRACHA', 'SINGAPORE', 'TANJUNG PELEPAS', 'NEW PRIOK', 'BRISBANE', 'BOTANY', 'AUCKLAND']","['Thailand', 'Singapore', 'Malaysia', 'Indonesia', 'Australia', 'Australia', 'New Zealand']","[13.139, 1.2427, 1.3355, -6.0976, -27.3765, -33.9682, -36.8402]","[100.8723, 103.8733, 103.5553, 106.884, 153.1665, 151.2149, 174.7721]","['Sunda Shelf', 'Sunda Shelf', 'Sunda Shelf', 'Java Transitional', 'East Central Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 89.60807388029929, 71.03825188539903, 68.09667594955813, 243.037058633566, 32.34110277786341, 170.0517206198232]","[np.float64(51.952108506507344), np.float64(52.05041812954408), np.float64(24.459709493237344), np.float64(14.76496998093737), np.float64(52.66612899939249), np.float64(51.77297817218712), 0.0]",38.41,869.8871,AUCKLAND
syn_00027,0,RoRo,19512.0,6,"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'TAURANGA']","['China', 'Taiwan', 'China', 'China', 'China', 'New Zealand']","[22.0717, 25.1478, 31.0717, 30.1646, 22.4968, -37.6444]","[114.4267, 121.7519, 122.6783, 122.2733, 113.8628, 176.1819]","['South China Sea', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'Northern New Zealand']","[0.0, 29.42631144249943, 39.82318546900393, 3.546179455734505, 75.12423214063791, 461.5797141304577]","[np.float64(9.283859877969046), np.float64(8.1407654219116), np.float64(6.195556222568206), np.float64(69.05690615212374), np.float64(46.443096391715166), 0.0]",31.1925,739.3359,TAURANGA
syn_00028,0,Bulker,36644.0,7,"['INNOSHIMA', 'OSAKA', 'YOKKAICHI', 'KISARAZU', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","['Japan', 'Japan', 'Japan', 'Japan', 'Japan', 'Fiji', 'New Zealand']","[34.3035, 34.5877, 35.0483, 35.3717, 35.4763, -18.1339, -36.8402]","[133.2268, 135.45, 136.8533, 139.8887, 139.6511, 178.4235, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 16.826351092685105, 27.429531566910953, 26.8811332661721, 5.765878100374593, 332.53916151107535, 101.48706507715615]","[7.603048928467297, np.float64(26.96711623522427), np.float64(49.70520554753377), np.float64(17.095583757221718), np.float64(15.82623552098516), np.float64(122.11292828553698), 0.0]",31.26,742.6362,AUCKLAND
syn_00029,0,Container,51850.0,7,"['YOKOHAMA', 'HIROSHIMA', 'OSAKA', 'YOKKAICHI', 'KISARAZU', 'YOKOHAMA', 'AUCKLAND']","['Japan', 'Japan', 'Japan', 'Japan', 'Japan', 'Japan', 'New Zealand']","[35.4763, 34.3267, 34.5877, 35.0483, 35.3717, 35.4763, -36.8402]","[139.6511, 132.466, 135.45, 136.8533, 139.8887, 139.6511, 174.7721]","['Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Northern New Zealand']","[0.0, 31.945125816810016, 17.700647134343303, 23.170882675277486, 37.67071400856243, 8.727867320605768, 709.8057558954127]","[np.float64(8.56909141111448), 38.94168122548432, np.float64(19.422693212477252), np.float64(17.00967785914381), np.float64(10.229486745098626), np.float64(15.374465018079926), 0.0]",39.107,929.999,AUCKLAND
syn_00030,0,RoRo,15425.0,5,"['SINGAPORE', 'TANJUNG PELEPAS', 'SINGAPORE', 'BOTANY', 'TAURANGA']","['Singapore', 'Malaysia', 'Singapore', 'Australia', 'New Zealand']","[1.2427, 1.3355, 1.2427, -33.9682, -37.6444]","[103.8733, 103.5553, 103.8733, 151.2149, 176.1819]","['Sunda Shelf', 'Sunda Shelf', 'Sunda Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 26.1255702889719, 34.637561388014, 418.63873626784516, 143.8139250959373]","[np.float64(9.520811540453122), np.float64(61.957643280811084), np.float64(36.7039684732144), np.float64(51.06755839288124), 0.0]",32.6027,772.945,TAURANGA
syn_00031,0,RoRo,12221.0,7,"['YOKKAICHI', 'BABAK', 'YOKOHAMA', 'YOKKAICHI', 'OSAKA', 'HIROSHIMA', 'AUCKLAND']","['Japan', 'Philippines', 'Japan', 'Japan', 'Japan', 'Japan', 'New Zealand']","[35.0483, 7.2065, 35.4763, 35.0483, 34.5877, 34.3267, -36.8402]","[136.8533, 125.6529, 139.6511, 136.8533, 135.45, 132.466, 174.7721]","['Warm Temperate Northwest Pacific', 'Western Coral Triangle', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Northern New Zealand']","[0.0, 204.67821802911686, 134.66392899927627, 7.864056567859536, 13.930173562294073, 10.880150336858607, 442.0757292323816]","[np.float64(43.96871988291604), 9.4248251059502, np.float64(12.746942461663972), np.float64(88.75389831636922), np.float64(108.90929322252391), 15.914311274106161, 0.0]",45.5754,1049.8415,AUCKLAND
syn_00032,0,RoRo,15506.0,7,"['KLANG', 'SINGAPORE', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'LYTTELTON']","['Malaysia', 'Singapore', 'China', 'China', 'China', 'Taiwan', 'New Zealand']","[2.9224, 1.2427, 31.0717, 30.1646, 22.4968, 22.5712, -43.606]","[101.2873, 103.8733, 122.6783, 122.2733, 113.8628, 120.3042, 172.7213]","['Sunda Shelf', 'Sunda Shelf', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'South China Sea', 'South Kuroshio', 'Southern New Zealand']","[0.0, 24.646477544054466, 190.3292725163296, 4.713407901710534, 53.01581880307321, 41.86027029711015, 438.6786341031814]","[15.092685908605135, np.float64(45.75972948551204), np.float64(16.2988885886797), np.float64(24.368184591015236), np.float64(11.957230733022463), np.float64(8.97709150237784), 0.0]",36.4874,860.605,LYTTELTON
syn_00033,0,RoRo,14906.0,7,"['TIANJIN', 'SHANGHAI', 'MASAN', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","['China', 'China', 'South Korea', 'Japan', 'Japan', 'Fiji', 'New Zealand']","[38.9862, 31.0717, 35.205, 35.0483, 35.4763, -18.1339, -36.8402]","[117.7797, 122.6783, 128.5983, 136.8533, 139.6511, 178.4235, 174.7721]","['Cold Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Warm Temperate Northwest Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 61.610500995650185, 33.971629561229044, 31.629659059656266, 17.086545262734905, 288.55501949165296, 75.03954426868654]","[34.91337102936466, np.float64(8.977278108480615), 91.72627623248601, np.float64(16.30560697533923), np.float64(11.765489893910264), np.float64(29.068549382102645), 0.0]",29.1937,665.7361,AUCKLAND
